field_1,RefID,Database,Reference,LatDec,LongDec,Site,SiteID,Country,ID,Ecosystem,SiteDescrip,Class,ShoulderSeason,Seas,Year.P,Years,SampleDays,Month.Numbers,SampMonths,Meth,Coll,Occ,GrowSL,CH4An,log.CH4,CH4.Pos,CH4Av,CH4Md,CH4Mx,NEPPer,ERPer,GEPPer,MAAT,MAP,TPer,AveGridTemp,TSoilA,TsoilB,TSoilDepth,WTAv,WTFit,WTMax,WTMin,WTFluc,SoilMoist,SoilMostD,Org,AL,Thaw,PfReg,PfConA,PfTh,pH,Sedge,Sphag,Moss,Trees,Shrubs,Annual.Temp,TotalID,CD_Pcp_An,BIOME,Occ.w,Cell_ID,Long,Lat,Area_Pct,Shp_Area,GLA,ROC,TUN,BOR,WET,PEB,WTU,MAR,BOG,FEN,LAK,LAL,MPL,MYL,MGL,SPL,SYL,SGL,RIV,LAR,SRR,SRP,GLA_L,GLA_H,ROC_L,ROC_H,TUN_L,TUN_H,BOR_L,BOR_H,WET_L,WET_H,PEB_L,PEB_H,WTU_L,WTU_H,MAR_L,MAR_H,BOG_L,BOG_H,FEN_L,FEN_H,LAK_L,LAK_H,LAL_L,LAL_H,MPL_L,MPL_H,MYL_L,MYL_H,MGL_L,MGL_H,SPL_L,SPL_H,SYL_L,SYL_H,SGL_L,SGL_H,RIV_L,RIV_H,LAR_L,LAR_H,SRR_L,SRR_H,SRP_L,SRP_H,WETSCAPE,CD_Tmp_m0,CD_Tmp_m1,CD_Tmp_m2,CD_Tmp_m3,CD_Tmp_m4,CD_Tmp_m5,CD_Tmp_m6,CD_Tmp_m7,CD_Tmp_m8,CD_Tmp_m9,CD_Tmp_m10,CD_Tmp_m11,CD_Tmp_An
"474","103",Olefeldt,"Turetsky, et al., 2002, Soil Biol & Biochem",55.85,-107.6833333,"Patuanak, Saskatchewan, Can",Patuanak,Canada,NA,Frost mound,"""Palsa""",PermBog,NA,S,"2002","1998",NA,"2",JA,C,"15","6",NA,NA,"1","10","0",NA,NA,NA,"0.02",NA,NA,NA,"20","6.12","18",NA,"5","-60","-25",NA,NA,NA,NA,NA,NA,NA,NA,S,A,N,NA,A,D,P,P,D,"0.39",PatuanakPermBog,"465.758","6","0.845098040014257","2675",-107.75,55.75,100.00,1747826207.999999761581421,0.00,2.53,0.00,51.02,25.86,0.67,0.00,1.03,7.77,16.39,20.46,16.84,1.22,0.00,2.11,0.28,0.00,0.00,0.13,0.00,0.06,0.07,0.00,0.00,2.00,2.54,0.00,0.00,50.49,53.19,22.49,25.86,0.00,0.69,0.00,0.00,0.83,1.09,5.86,10.20,14.87,20.63,19.84,21.06,16.67,17.72,1.10,1.58,0.00,0.00,2.08,2.33,0.28,1.67,0.00,0.00,0.00,0.00,0.01,0.13,0.00,0.00,0.00,0.16,0.00,0.07,"2",-18.26410000000,-14.83070000000,-7.66037000000,1.35076000000,8.49149000000,14.44330000000,17.11000000000,15.74700000000,10.03220000000,2.10259000000,-7.51963000000,-16.28650000000,0.39300900000
"475","103",Olefeldt,"Turetsky, et al., 2002, Soil Biol & Biochem",55.85,-107.6833333,"Patuanak, Saskatchewan, Can",Patuanak,Canada,NA,Internal lawn,Permafrost collapse,Bog,NA,S,"2002","1998",NA,"2",JA,C,"15","6",NA,NA,"1.000434077","10.01","0.01",NA,NA,NA,"0.03",NA,NA,NA,"22","6.12","21.5",NA,"5","-18.5","-18.5",NA,NA,NA,NA,NA,NA,NA,NA,S,A,N,NA,A,D,P,P,D,"2.39",PatuanakBog,"465.758","6","0.845098040014257","2675",-107.75,55.75,100.00,1747826207.999999761581421,0.00,2.53,0.00,51.02,25.86,0.67,0.00,1.03,7.77,16.39,20.46,16.84,1.22,0.00,2.11,0.28,0.00,0.00,0.13,0.00,0.06,0.07,0.00,0.00,2.00,2.54,0.00,0.00,50.49,53.19,22.49,25.86,0.00,0.69,0.00,0.00,0.83,1.09,5.86,10.20,14.87,20.63,19.84,21.06,16.67,17.72,1.10,1.58,0.00,0.00,2.08,2.33,0.28,1.67,0.00,0.00,0.00,0.00,0.01,0.13,0.00,0.00,0.00,0.16,0.00,0.07,"2",-18.26410000000,-14.83070000000,-7.66037000000,1.35076000000,8.49149000000,14.44330000000,17.11000000000,15.74700000000,10.03220000000,2.10259000000,-7.51963000000,-16.28650000000,0.39300900000
"478","104",Olefeldt,"van der Molen 2007, van Huissteden 2005",70.8,147.4333333,"Chokurdakh, Sakha Republic, Russia",Chokurdakh,Russia,TW1-4,Tundra,Wet,PermWet,NA,S,"2007",2004 - 2006,NA,"2",JA,C,"14","1",NA,NA,"2.258637283","181.4","171.4",NA,NA,NA,NA,NA,"-10.5",NA,NA,"5.16",NA,"9.9","10","-5","-5",NA,NA,NA,NA,NA,"20","35",NA,C,P,N,NA,P,P,P,A,P,"-13.24",ChokurdakhPermWet,"195.316","11","0.301029995663981","17719",147.25,70.75,100.00,1026746238.999999880790710,0.00,0.00,51.37,0.00,26.85,9.92,16.83,0.09,0.00,0.00,21.29,9.64,1.79,6.15,0.73,0.65,1.86,0.48,0.50,0.35,0.08,0.07,0.00,0.00,0.00,0.00,45.24,51.37,0.00,0.00,26.75,30.72,5.97,9.92,13.18,16.83,0.00,0.09,0.00,0.00,0.00,0.00,20.15,21.30,9.64,10.31,1.37,2.08,4.04,6.40,0.28,0.73,0.43,0.75,1.54,3.10,0.10,0.48,0.26,0.51,0.19,0.48,0.01,0.24,0.00,0.07,"15",-34.96410000000,-34.31590000000,-28.25300000000,-17.59370000000,-4.09740000000,7.78779000000,11.67670000000,8.62482000000,1.70260000000,-11.68630000000,-25.11220000000,-32.66250000000,-13.24110000000
"479","104",Olefeldt,"van der Molen 2007, van Huissteden 2005",70.8,147.4333333,"Chokurdakh, Sakha Republic, Russia",Chokurdakh,Russia,FW1-2,Floodplain,Wet,Marshes,NA,S,"2007",2004 - 2006,NA,"2",JA,C,"10","1",NA,NA,"2.757244151","571.8","561.8",NA,NA,NA,NA,NA,"-10.5",NA,NA,"5.16",NA,"16","10","0","0",NA,NA,NA,NA,NA,"10","50",NA,C,P,N,NA,D,A,P,A,D,"-13.24",Chokurdakh-,"195.316","11","0.301029995663981","17719",147.25,70.75,100.00,1026746238.999999880790710,0.00,0.00,51.37,0.00,26.85,9.92,16.83,0.09,0.00,0.00,21.29,9.64,1.79,6.15,0.73,0.65,1.86,0.48,0.50,0.35,0.08,0.07,0.00,0.00,0.00,0.00,45.24,51.37,0.00,0.00,26.75,30.72,5.97,9.92,13.18,16.83,0.00,0.09,0.00,0.00,0.00,0.00,20.15,21.30,9.64,10.31,1.37,2.08,4.04,6.40,0.28,0.73,0.43,0.75,1.54,3.10,0.10,0.48,0.26,0.51,0.19,0.48,0.01,0.24,0.00,0.07,"15",-34.96410000000,-34.31590000000,-28.25300000000,-17.59370000000,-4.09740000000,7.78779000000,11.67670000000,8.62482000000,1.70260000000,-11.68630000000,-25.11220000000,-32.66250000000,-13.24110000000
"482","105",Olefeldt,"van Huissteden et al., 2008, Agricultural and Forest Meteorology",62.25,129.6166667,"Yakutsk, Sakha Republic, Russia",Yakutsk,Russia,MF,Taiga forest,Mesotrophic fen,Fen,NA,S,"2008",2004 - 2006,NA,"2",JA,C,"3","5",NA,NA,"1.622214023","41.9","31.9",NA,NA,NA,"2.97",NA,NA,NA,NA,"10.62","16.5","8.9","10","1","1",NA,NA,NA,NA,NA,NA,"150","150",C,P,N,NA,A,A,P,D,P,"-8.7",YakutskFen,"260.347","6","0.778151250383644","8242",129.75,62.25,100.00,1447941157.999999761581421,0.00,1.30,9.60,69.82,8.60,2.59,5.77,0.24,0.00,0.00,1.87,0.00,0.02,0.20,0.00,0.33,1.14,0.18,8.81,8.63,0.08,0.10,0.00,0.00,1.30,6.19,4.45,13.20,60.23,74.66,8.60,14.73,2.31,6.94,4.20,5.77,0.24,2.01,0.00,0.90,0.00,2.16,0.62,2.12,0.00,0.15,0.02,0.43,0.00,0.29,0.00,0.09,0.26,0.52,0.66,1.16,0.09,0.77,8.43,9.65,8.58,9.95,0.08,0.62,0.04,0.16,"3",-37.49370000000,-33.63070000000,-19.81960000000,-4.80852000000,7.11371000000,15.98410000000,19.01370000000,15.01000000000,6.14704000000,-7.50852000000,-26.93810000000,-37.66350000000,-8.71618000000
"483","105",Olefeldt,"van Huissteden et al., 2008, Agricultural and Forest Meteorology",62.25,129.6166667,"Yakutsk, Sakha Republic, Russia",Yakutsk,Russia,LB,Taiga forest,Lake bank,Marshes,NA,S,"2008",2004 - 2006,NA,"2",JA,C,"3","5",NA,NA,"2.47070443","295.6","285.6",NA,NA,NA,"1.61",NA,NA,NA,NA,"10.62","14.9","10.7","10","6","6",NA,NA,NA,NA,NA,NA,"150","150",C,P,N,NA,D,A,P,D,P,"-8.7",YakutskMarsh ,"260.347","6","0.778151250383644","8242",129.75,62.25,100.00,1447941157.999999761581421,0.00,1.30,9.60,69.82,8.60,2.59,5.77,0.24,0.00,0.00,1.87,0.00,0.02,0.20,0.00,0.33,1.14,0.18,8.81,8.63,0.08,0.10,0.00,0.00,1.30,6.19,4.45,13.20,60.23,74.66,8.60,14.73,2.31,6.94,4.20,5.77,0.24,2.01,0.00,0.90,0.00,2.16,0.62,2.12,0.00,0.15,0.02,0.43,0.00,0.29,0.00,0.09,0.26,0.52,0.66,1.16,0.09,0.77,8.43,9.65,8.58,9.95,0.08,0.62,0.04,0.16,"3",-37.49370000000,-33.63070000000,-19.81960000000,-4.80852000000,7.11371000000,15.98410000000,19.01370000000,15.01000000000,6.14704000000,-7.50852000000,-26.93810000000,-37.66350000000,-8.71618000000
"484","106",Olefeldt,"Veretennikova & Dyukarev, 2017, Russian Meteorology & Hydrology",56.97,82.6,"Barkchar, West Siberia, Russia",Barkchar,Russia,Ryam,Boreal Peatland,"Pine, shrub, Sphagnum Ecosystem",Bog,N,S,"2017",2013-2014,"13","1",J,C,NA,NA,NA,NA,"1.350248018","22.4","12.4","6.72","34.8",NA,NA,NA,NA,NA,"18","16.11",NA,NA,NA,"-15","-15",NA,NA,NA,NA,NA,"200",NA,NA,N,A,N,NA,A,P,A,P,P,"1.13",BarkcharBog,NA,"4",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"485","106",Olefeldt,"Veretennikova & Dyukarev, 2017, Russian Meteorology & Hydrology",56.97,82.6,"Barkchar, West Siberia, Russia",Barkchar,Russia,RHC Ridge,Boreal Peatland,Dwarf Shrub Ridge,PermBog,N,S,"2017",2013-2014,"13","1",J,C,NA,NA,NA,NA,"1.356025857","22.7","12.7","12.24","48.48",NA,NA,NA,NA,NA,"18","16.11",NA,NA,NA,"-15","-15",NA,NA,NA,NA,NA,"200",NA,NA,N,A,N,NA,A,P,A,P,P,"1.13",BarkcharPermBog,NA,"4",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"486","106",Olefeldt,"Veretennikova & Dyukarev, 2017, Russian Meteorology & Hydrology",56.97,82.6,"Barkchar, West Siberia, Russia",Barkchar,Russia,Fen,Boreal Peatland,Sedge Sphagnum open Fen,Fen,N,S,"2017",2013-2014,"13","1",J,C,NA,NA,NA,NA,"1.678336247","47.68","37.68","52.08","84.24",NA,NA,NA,NA,NA,"18","16.11",NA,NA,NA,"-2","-2",NA,NA,NA,NA,NA,"200",NA,NA,N,A,N,NA,P,P,A,P,P,"1.13",BarkcharFen,NA,"4",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"487","106",Olefeldt,"Veretennikova & Dyukarev, 2017, Russian Meteorology & Hydrology",56.97,82.6,"Barkchar, West Siberia, Russia",Barkchar,Russia,RHC Hallow,Boreal Peatland,Sphagnum hallows ,Fen,N,S,"2017",2013-2014,"13","1",J,C,NA,NA,NA,NA,"1.855397997","71.68","61.68","85.68","73.2",NA,NA,NA,NA,NA,"18","16.11",NA,NA,NA,"-2","-2",NA,NA,NA,NA,NA,"200",NA,NA,N,A,N,NA,A,P,A,P,P,"1.13",BarkcharFen,NA,"4",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"488","107",Olefeldt,"Verville et al., 1998, Biogeochemistry",68.63,-149.6333333,"Toolik Lake, Alaska, US",Toolik,USA,NA,Wet meadow tundra,NA,PermWet,NA,S,"1998","1994",NA,"1",J,C,"5","4",NA,NA,"1.875061263","75","65",NA,"150",NA,"1.96",NA,"-6.9","322","13.1","8.52",NA,"8.1","10","-3","-3","3","-7","10",NA,NA,"20","55","45",C,P,N,NA,D,A,P,A,A,"-8.37",ToolikPermWet,"168.089","11","0.698970004336019","15338",-149.75,68.75,100.00,1128386023.000000000000000,0.00,0.55,94.31,0.00,3.15,0.93,2.22,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.90,0.13,0.00,0.76,0.20,0.00,0.00,0.20,0.00,0.00,0.26,1.13,92.02,100.00,0.00,0.00,0.80,3.90,0.00,2.31,1.13,2.80,0.00,0.00,0.00,0.00,0.00,0.00,1.29,1.78,0.00,0.01,0.00,0.00,0.00,0.00,0.87,1.07,0.00,0.13,0.00,0.00,0.10,1.06,0.06,0.20,0.00,0.00,0.00,0.00,0.09,0.20,"5",-26.24560000000,-24.31590000000,-20.73810000000,-9.55296000000,2.11371000000,9.72482000000,11.54330000000,8.52482000000,2.06186000000,-8.58259000000,-20.66780000000,-24.41390000000,-8.37903000000
"490","108",Olefeldt,"von Fischer et al., 2010, JGR",71.28,-156.6166667,"Barrow, Alaska, US",Barrow,USA,NA,Sedge/grass/moss wetland tundra,Moist,PermWet,NA,S,"2010","2007",NA,"2",JA,C,"1","50",NA,NA,"1.477121255","30","20",NA,NA,NA,"1.4",NA,"-12.1","106",NA,"2.61","2",NA,"2","-5","-5",NA,NA,NA,NA,NA,NA,NA,"20",C,P,N,NA,P,D,P,A,A,"-10.45",BarrowPermWet,"116.436","11","1.70757017609794","17757",-156.75,71.25,57.29,576337742.399999976158142,0.00,0.37,45.31,0.00,25.67,11.49,13.87,0.31,0.00,0.00,28.51,13.71,6.37,0.00,6.49,1.36,0.00,0.58,0.14,0.00,0.06,0.08,0.00,0.00,0.00,1.17,31.04,45.90,0.00,0.00,25.14,35.65,6.04,11.49,11.29,17.27,0.16,0.61,0.00,0.12,0.00,0.31,26.63,28.51,12.20,13.71,5.81,7.31,0.00,2.51,4.34,6.51,1.36,2.03,0.00,0.86,0.31,0.96,0.04,0.56,0.00,0.13,0.03,0.26,0.00,0.19,"12",-24.92330000000,-25.14190000000,-24.06040000000,-15.74930000000,-4.91221000000,2.71742000000,5.50261000000,4.43963000000,0.79148500000,-6.42334000000,-15.53070000000,-22.07580000000,-10.44710000000
"491","108",Olefeldt,"von Fischer et al., 2010, JGR",71.28,-156.6166667,"Barrow, Alaska, US",Barrow,USA,NA,Sedge/grass/moss wetland tundra,Wet,PermWet,NA,S,"2010","2007",NA,"2",JA,C,"1","44",NA,NA,"1.773054693","59.3","49.3",NA,NA,NA,"1.8",NA,"-12.1","106",NA,"2.61","3.8",NA,"2","0","0",NA,NA,NA,NA,NA,NA,NA,"23",C,P,N,NA,P,P,A,A,A,"-10.45",BarrowPermWet,"116.436","11","1.65321251377534","17757",-156.75,71.25,57.29,576337742.399999976158142,0.00,0.37,45.31,0.00,25.67,11.49,13.87,0.31,0.00,0.00,28.51,13.71,6.37,0.00,6.49,1.36,0.00,0.58,0.14,0.00,0.06,0.08,0.00,0.00,0.00,1.17,31.04,45.90,0.00,0.00,25.14,35.65,6.04,11.49,11.29,17.27,0.16,0.61,0.00,0.12,0.00,0.31,26.63,28.51,12.20,13.71,5.81,7.31,0.00,2.51,4.34,6.51,1.36,2.03,0.00,0.86,0.31,0.96,0.04,0.56,0.00,0.13,0.03,0.26,0.00,0.19,"12",-24.92330000000,-25.14190000000,-24.06040000000,-15.74930000000,-4.91221000000,2.71742000000,5.50261000000,4.43963000000,0.79148500000,-6.42334000000,-15.53070000000,-22.07580000000,-10.44710000000
"492","108",Olefeldt,"von Fischer et al., 2010, JGR",71.28,-156.6166667,"Barrow, Alaska, US",Barrow,USA,NA,Sedge/grass/moss wetland tundra,Flooded,PermWet,NA,S,"2010","2008",NA,"2",JA,C,"1","44",NA,NA,"1.941014244","87.3","77.3",NA,NA,"3.5","0.76","4.2","-12.1","106",NA,"2.61",NA,NA,NA,"10","10",NA,NA,NA,NA,NA,NA,NA,"38",C,P,NA,NA,D,A,A,A,A,"-10.45",BarrowPermWet,"116.436","11","1.65321251377534","17757",-156.75,71.25,57.29,576337742.399999976158142,0.00,0.37,45.31,0.00,25.67,11.49,13.87,0.31,0.00,0.00,28.51,13.71,6.37,0.00,6.49,1.36,0.00,0.58,0.14,0.00,0.06,0.08,0.00,0.00,0.00,1.17,31.04,45.90,0.00,0.00,25.14,35.65,6.04,11.49,11.29,17.27,0.16,0.61,0.00,0.12,0.00,0.31,26.63,28.51,12.20,13.71,5.81,7.31,0.00,2.51,4.34,6.51,1.36,2.03,0.00,0.86,0.31,0.96,0.04,0.56,0.00,0.13,0.03,0.26,0.00,0.19,"12",-24.92330000000,-25.14190000000,-24.06040000000,-15.74930000000,-4.91221000000,2.71742000000,5.50261000000,4.43963000000,0.79148500000,-6.42334000000,-15.53070000000,-22.07580000000,-10.44710000000
"493","108",Olefeldt,"von Fischer et al., 2010, JGR",71.28,-156.6166667,"Barrow, Alaska, US",Barrow,USA,NA,Sedge/grass/moss wetland tundra,Flooded,PermWet,NA,S,"2010","2007",NA,"2",JA,C,"1","44",NA,NA,"1.973127854","94","84",NA,NA,NA,"1.1",NA,"-12.1","106",NA,"2.61","4.6",NA,"2","10","10",NA,NA,NA,NA,NA,NA,NA,"29",C,P,NA,NA,D,A,A,A,A,"-10.45",BarrowPermWet,"116.436","11","1.65321251377534","17757",-156.75,71.25,57.29,576337742.399999976158142,0.00,0.37,45.31,0.00,25.67,11.49,13.87,0.31,0.00,0.00,28.51,13.71,6.37,0.00,6.49,1.36,0.00,0.58,0.14,0.00,0.06,0.08,0.00,0.00,0.00,1.17,31.04,45.90,0.00,0.00,25.14,35.65,6.04,11.49,11.29,17.27,0.16,0.61,0.00,0.12,0.00,0.31,26.63,28.51,12.20,13.71,5.81,7.31,0.00,2.51,4.34,6.51,1.36,2.03,0.00,0.86,0.31,0.96,0.04,0.56,0.00,0.13,0.03,0.26,0.00,0.19,"12",-24.92330000000,-25.14190000000,-24.06040000000,-15.74930000000,-4.91221000000,2.71742000000,5.50261000000,4.43963000000,0.79148500000,-6.42334000000,-15.53070000000,-22.07580000000,-10.44710000000
"494","109",Olefeldt,"Vuorlitis et al., 1993, Chemosphere",70.3,-148.3166667,"Prudhoe Bay, Alaska, US",PrudhoeBay,USA,PB-W,Wet coastal tundra,Wet site ,Marshes,NA,S,"1993",1990 - 1991,NA,"4",JuJAS,C,"2","8",NA,NA,"1.90579588","80.5","70.5",NA,NA,NA,NA,NA,NA,NA,"6.5","8.31",NA,NA,NA,"5","5",NA,NA,NA,NA,NA,NA,"46",NA,C,P,N,NA,D,A,A,A,A,"-8",PrudhoeBayMarsh ,"109.118","11","0.954242509439325","16936",-148.25,70.25,64.17,677868920.600000023841858,0.00,0.74,62.73,0.00,23.93,6.11,16.91,0.91,0.00,0.00,8.61,0.00,2.82,0.00,3.55,1.55,0.00,0.69,3.98,3.79,0.06,0.13,0.00,0.00,0.35,1.95,52.14,62.73,0.00,0.00,22.97,31.04,4.74,7.76,13.00,17.37,0.46,0.99,0.00,0.22,0.00,0.37,8.58,9.89,0.00,0.04,2.82,4.62,0.00,1.74,3.38,4.45,1.55,2.40,0.00,1.18,0.44,1.54,3.24,4.02,3.13,3.98,0.06,0.53,0.09,0.22,"12",-26.48260000000,-24.80110000000,-21.44930000000,-10.12330000000,1.77666000000,9.79520000000,12.23220000000,9.54333000000,3.16557000000,-7.47147000000,-19.01590000000,-23.99520000000,-8.06882000000
"495","109",Olefeldt,"Vuorlitis et al., 1993, Chemosphere",70.3,-148.3166667,"Prudhoe Bay, Alaska, US",PrudhoeBay,USA,PB-D,Wet coastal tundra,Moist site,Marshes,NA,S,"1993",1990 - 1991,NA,"4",JuJAS,C,"2","8",NA,NA,"2.021189299","105","95",NA,NA,NA,NA,NA,NA,NA,"6.5","8.31",NA,NA,NA,"-5","-5",NA,NA,NA,NA,NA,NA,"30",NA,C,P,N,NA,D,A,A,A,A,"-8",PrudhoeBayMarsh ,"109.118","11","0.954242509439325","16936",-148.25,70.25,64.17,677868920.600000023841858,0.00,0.74,62.73,0.00,23.93,6.11,16.91,0.91,0.00,0.00,8.61,0.00,2.82,0.00,3.55,1.55,0.00,0.69,3.98,3.79,0.06,0.13,0.00,0.00,0.35,1.95,52.14,62.73,0.00,0.00,22.97,31.04,4.74,7.76,13.00,17.37,0.46,0.99,0.00,0.22,0.00,0.37,8.58,9.89,0.00,0.04,2.82,4.62,0.00,1.74,3.38,4.45,1.55,2.40,0.00,1.18,0.44,1.54,3.24,4.02,3.13,3.98,0.06,0.53,0.09,0.22,"12",-26.48260000000,-24.80110000000,-21.44930000000,-10.12330000000,1.77666000000,9.79520000000,12.23220000000,9.54333000000,3.16557000000,-7.47147000000,-19.01590000000,-23.99520000000,-8.06882000000
"496","109",Olefeldt,"Vuorlitis et al., 1993, Chemosphere",69.95,-148.5666667,"Prudhoe Bay, Alaska, US",Prudhoe,USA,APL-W,Wet coastal tundra,Wet site,Marshes,NA,S,"1993",1990 - 1991,NA,"4",JuJAS,C,"2","7",NA,NA,"2.290034611","195","185",NA,NA,NA,NA,NA,NA,NA,"10","6.81",NA,NA,NA,"5","5",NA,NA,NA,NA,NA,NA,"50",NA,C,P,N,NA,D,A,A,A,A,"-1.63",PrudhoeMarsh ,"133.11","11","0.903089986991944","16427",-148.75,69.75,100.00,1077741401.000000000000000,0.00,0.00,74.77,0.00,19.36,7.34,12.02,0.00,0.00,0.00,5.66,0.00,0.87,2.52,0.42,0.76,1.02,0.07,0.21,0.12,0.04,0.05,0.00,0.00,0.00,0.00,70.65,78.55,0.00,0.00,18.36,24.44,7.34,9.89,7.36,12.02,0.00,0.04,0.00,0.00,0.00,0.00,4.89,5.97,0.00,0.00,0.52,1.15,2.23,2.80,0.00,1.68,0.52,1.30,0.66,1.05,0.00,0.11,0.14,0.58,0.09,0.35,0.00,0.09,0.00,0.16,"10",-26.19740000000,-24.44180000000,-20.83070000000,-9.47519000000,2.35074000000,10.20630000000,12.33590000000,9.60630000000,3.16557000000,-7.54925000000,-19.26780000000,-24.00830000000,-7.84214000000
"497","109",Olefeldt,"Vuorlitis et al., 1993, Chemosphere",70.18,-148.19,"Prudhoe Bay, Alaska, US",Prudhoe,USA,PB-W,Wet Coastal Tundra,Wet Site,Marshes,N,S,"1993",1990-1991,NA,"2",JA,C,"2","8",NA,NA,"2.854306042","715","705",NA,NA,NA,NA,NA,NA,NA,"6.5","11.015",NA,NA,NA,"5","5",NA,NA,NA,NA,NA,NA,"46",NA,C,P,N,NA,D,D,A,A,P,"-8.01",PrudhoeWB H,"109.118","11","0.954242509439325","16936",-148.25,70.25,64.17,677868920.600000023841858,0.00,0.74,62.73,0.00,23.93,6.11,16.91,0.91,0.00,0.00,8.61,0.00,2.82,0.00,3.55,1.55,0.00,0.69,3.98,3.79,0.06,0.13,0.00,0.00,0.35,1.95,52.14,62.73,0.00,0.00,22.97,31.04,4.74,7.76,13.00,17.37,0.46,0.99,0.00,0.22,0.00,0.37,8.58,9.89,0.00,0.04,2.82,4.62,0.00,1.74,3.38,4.45,1.55,2.40,0.00,1.18,0.44,1.54,3.24,4.02,3.13,3.98,0.06,0.53,0.09,0.22,"12",-26.48260000000,-24.80110000000,-21.44930000000,-10.12330000000,1.77666000000,9.79520000000,12.23220000000,9.54333000000,3.16557000000,-7.47147000000,-19.01590000000,-23.99520000000,-8.06882000000
"498","110",Olefeldt,"Wagner et al., 2003, Permafrost and Periglacial Processes",72.37,126.5,"Lena Delta, Sakha Republic, Russia",Lena,Russia,NA,Polygonal tundra,Polygon Rim,PermBog,NA,F,"2003","1999",NA,"2",JA,C,"5","20",NA,NA,"1.146128036","14","4",NA,NA,NA,NA,NA,"-10.2","140",NA,"5.345",NA,"1.8","15","-20","-20",NA,NA,NA,NA,NA,"2","45","42",C,P,N,"7.2",NA,NA,D,NA,D,"-15.15",LenaPermBog,NA,NA,"1.32221929473392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"499","110",Olefeldt,"Wagner et al., 2003, Permafrost and Periglacial Processes",72.37,126.5,"Lena Delta, Sakha Republic, Russia",Lena,Russia,NA,Polygonal tundra,Polygon Rim,PermBog,NA,S,"2003","1999",NA,"2",JA,C,"5","20",NA,NA,"1.204119983","16","6",NA,NA,NA,NA,NA,"-10.2","140",NA,"5.345",NA,"1.8","15","-20","-20",NA,NA,NA,NA,NA,"2","45","17",C,P,N,"7.2",NA,NA,D,NA,D,"-15.15",LenaPermBog,NA,NA,"1.32221929473392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"500","110",Olefeldt,"Wagner et al., 2003, Permafrost and Periglacial Processes",72.37,126.5,"Lena Delta, Sakha Republic, Russia",Lena,Russia,NA,Polygonal tundra,Polygon depression,PermWet,NA,F,"2003","1999",NA,"2",JA,C,"5","20",NA,NA,"1.544068044","35","25",NA,NA,NA,NA,NA,"-10.2","140",NA,"5.345",NA,NA,"15","-3","-3","0","-5","5",NA,NA,"15","35","35",C,P,N,"7.2",D,NA,D,NA,NA,"-15.15",LenaPermWet,NA,NA,"1.32221929473392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"501","110",Olefeldt,"Wagner et al., 2003, Permafrost and Periglacial Processes",72.37,126.5,"Lena Delta, Sakha Republic, Russia",Lena,Russia,NA,Polygonal tundra,Polygon depression,PermWet,NA,S,"2003","1999",NA,"2",JA,C,"5","20",NA,NA,"2","100","90",NA,NA,NA,NA,NA,"-10.2","140",NA,"5.345","5.7","5.7","15","5","5","8","0","8",NA,NA,"15","35","20",C,P,N,"7.2",D,NA,D,NA,NA,"-15.15",LenaPermWet,NA,NA,"1.32221929473392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
