field_1,RefID,Database,Reference,LatDec,LongDec,Site,SiteID,Country,ID,Ecosystem,SiteDescrip,Class,ShoulderSeason,Seas,Year.P,Years,SampleDays,Month.Numbers,SampMonths,Meth,Coll,Occ,GrowSL,CH4An,log.CH4,CH4.Pos,CH4Av,CH4Md,CH4Mx,NEPPer,ERPer,GEPPer,MAAT,MAP,TPer,AveGridTemp,TSoilA,TsoilB,TSoilDepth,WTAv,WTFit,WTMax,WTMin,WTFluc,SoilMoist,SoilMostD,Org,AL,Thaw,PfReg,PfConA,PfTh,pH,Sedge,Sphag,Moss,Trees,Shrubs,Annual.Temp,TotalID,CD_Pcp_An,BIOME,Occ.w,Cell_ID,Long,Lat,Area_Pct,Shp_Area,GLA,ROC,TUN,BOR,WET,PEB,WTU,MAR,BOG,FEN,LAK,LAL,MPL,MYL,MGL,SPL,SYL,SGL,RIV,LAR,SRR,SRP,GLA_L,GLA_H,ROC_L,ROC_H,TUN_L,TUN_H,BOR_L,BOR_H,WET_L,WET_H,PEB_L,PEB_H,WTU_L,WTU_H,MAR_L,MAR_H,BOG_L,BOG_H,FEN_L,FEN_H,LAK_L,LAK_H,LAL_L,LAL_H,MPL_L,MPL_H,MYL_L,MYL_H,MGL_L,MGL_H,SPL_L,SPL_H,SYL_L,SYL_H,SGL_L,SGL_H,RIV_L,RIV_H,LAR_L,LAR_H,SRR_L,SRR_H,SRP_L,SRP_H,WETSCAPE,CD_Tmp_m0,CD_Tmp_m1,CD_Tmp_m2,CD_Tmp_m3,CD_Tmp_m4,CD_Tmp_m5,CD_Tmp_m6,CD_Tmp_m7,CD_Tmp_m8,CD_Tmp_m9,CD_Tmp_m10,CD_Tmp_m11,CD_Tmp_An
"27","6",Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,TF2,Fen,"Treed tall shrub fen, hollow",Fen,NA,S,"1995","1994","10","5",MJnJAS,C,"5","16",NA,NA,"1.419955748","26.3","16.3",NA,"93",NA,NA,NA,"-3.9","585","10.8","10.16","5.4",NA,"0","-8","-8",NA,NA,NA,NA,NA,NA,NA,NA,S,A,Y,"10.7",A,P,NA,D,D,"-3.29",ThompsonFen,"470.635","6","1.23044892137827","3186",-98.75,56.75,100.00,1703128549.000000000000000,0.00,7.84,0.00,49.43,21.68,9.37,0.00,1.64,4.24,6.43,20.90,19.06,0.50,0.00,0.50,0.23,0.00,0.60,0.16,0.00,0.05,0.11,0.00,0.00,6.10,8.05,0.00,0.00,45.76,52.11,21.68,26.14,8.65,10.27,0.00,0.23,1.38,1.67,4.24,10.41,6.36,8.97,20.58,23.84,18.94,20.28,0.44,0.93,0.00,0.00,0.36,0.59,0.23,0.76,0.00,0.00,0.40,0.98,0.00,0.27,0.00,0.00,0.01,0.27,0.03,0.11,"2",-23.93820000000,-21.35300000000,-14.07150000000,-3.37518000000,5.14334000000,12.57670000000,16.07670000000,14.38410000000,8.03223000000,-0.24554700000,-11.56780000000,-21.21150000000,-3.29580000000
"28","6",Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,FC3,Fen collapse scar,"Trees low shrub poor fen, hummock",Bog,NA,S,"1995","1994","10","5",MJnJAS,C,"5","15",NA,NA,"1.463892989","29.1","19.1",NA,"136",NA,NA,NA,"-3.9","585","10.8","10.16","5.4",NA,"0","-20","-20",NA,NA,NA,NA,NA,NA,NA,NA,S,A,Y,"4.7",A,P,NA,D,D,"-3.29",ThompsonBog,"470.635","6","1.20411998265592","3186",-98.75,56.75,100.00,1703128549.000000000000000,0.00,7.84,0.00,49.43,21.68,9.37,0.00,1.64,4.24,6.43,20.90,19.06,0.50,0.00,0.50,0.23,0.00,0.60,0.16,0.00,0.05,0.11,0.00,0.00,6.10,8.05,0.00,0.00,45.76,52.11,21.68,26.14,8.65,10.27,0.00,0.23,1.38,1.67,4.24,10.41,6.36,8.97,20.58,23.84,18.94,20.28,0.44,0.93,0.00,0.00,0.36,0.59,0.23,0.76,0.00,0.00,0.40,0.98,0.00,0.27,0.00,0.00,0.01,0.27,0.03,0.11,"2",-23.93820000000,-21.35300000000,-14.07150000000,-3.37518000000,5.14334000000,12.57670000000,16.07670000000,14.38410000000,8.03223000000,-0.24554700000,-11.56780000000,-21.21150000000,-3.29580000000
"29","6",Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,TF4,Fen,"Open low shrub fen, carpet",Fen,NA,S,"1995","1994","10","5",MJnJAS,C,"9","16",NA,NA,"1.814913181","65.3","55.3",NA,"138",NA,NA,NA,"-3.9","585","10.8","10.16","12.7","14.3","0","-9.5","-9.5",NA,NA,NA,NA,NA,NA,NA,NA,S,A,Y,"7.7",A,P,NA,D,D,"-3.29",ThompsonFen,"470.635","6","1.23044892137827","3186",-98.75,56.75,100.00,1703128549.000000000000000,0.00,7.84,0.00,49.43,21.68,9.37,0.00,1.64,4.24,6.43,20.90,19.06,0.50,0.00,0.50,0.23,0.00,0.60,0.16,0.00,0.05,0.11,0.00,0.00,6.10,8.05,0.00,0.00,45.76,52.11,21.68,26.14,8.65,10.27,0.00,0.23,1.38,1.67,4.24,10.41,6.36,8.97,20.58,23.84,18.94,20.28,0.44,0.93,0.00,0.00,0.36,0.59,0.23,0.76,0.00,0.00,0.40,0.98,0.00,0.27,0.00,0.00,0.01,0.27,0.03,0.11,"2",-23.93820000000,-21.35300000000,-14.07150000000,-3.37518000000,5.14334000000,12.57670000000,16.07670000000,14.38410000000,8.03223000000,-0.24554700000,-11.56780000000,-21.21150000000,-3.29580000000
"30","6",Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,BC3,Bog collapse scar,"Open low shrub bog, hollow",Bog,NA,S,"1995","1994","10","5",MJnJAS,C,"5","17",NA,NA,"1.815577748","65.4","55.4",NA,"691",NA,NA,NA,"-3.9","585","10.8","10.16","5.4","12","0","-11","-11",NA,NA,NA,NA,NA,NA,NA,NA,S,A,Y,"5.7",A,P,NA,D,D,"-3.29",ThompsonBog,"470.635","6","1.25527250510331","3186",-98.75,56.75,100.00,1703128549.000000000000000,0.00,7.84,0.00,49.43,21.68,9.37,0.00,1.64,4.24,6.43,20.90,19.06,0.50,0.00,0.50,0.23,0.00,0.60,0.16,0.00,0.05,0.11,0.00,0.00,6.10,8.05,0.00,0.00,45.76,52.11,21.68,26.14,8.65,10.27,0.00,0.23,1.38,1.67,4.24,10.41,6.36,8.97,20.58,23.84,18.94,20.28,0.44,0.93,0.00,0.00,0.36,0.59,0.23,0.76,0.00,0.00,0.40,0.98,0.00,0.27,0.00,0.00,0.01,0.27,0.03,0.11,"2",-23.93820000000,-21.35300000000,-14.07150000000,-3.37518000000,5.14334000000,12.57670000000,16.07670000000,14.38410000000,8.03223000000,-0.24554700000,-11.56780000000,-21.21150000000,-3.29580000000
"31","6",Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,ZF1,Fen,"Open low shrub fen, hollow",Fen,NA,S,"1995","1994","10","5",MJnJAS,C,"3","17",NA,NA,"1.848189117","70.5","60.5",NA,"182",NA,NA,NA,"-3.9","585","10.8","10.16","9.5","12.5","0","-7.7","-7.7",NA,NA,NA,NA,NA,NA,NA,NA,S,A,Y,"8.7",A,P,NA,D,D,"-3.29",ThompsonFen,"470.635","6","1.25527250510331","3186",-98.75,56.75,100.00,1703128549.000000000000000,0.00,7.84,0.00,49.43,21.68,9.37,0.00,1.64,4.24,6.43,20.90,19.06,0.50,0.00,0.50,0.23,0.00,0.60,0.16,0.00,0.05,0.11,0.00,0.00,6.10,8.05,0.00,0.00,45.76,52.11,21.68,26.14,8.65,10.27,0.00,0.23,1.38,1.67,4.24,10.41,6.36,8.97,20.58,23.84,18.94,20.28,0.44,0.93,0.00,0.00,0.36,0.59,0.23,0.76,0.00,0.00,0.40,0.98,0.00,0.27,0.00,0.00,0.01,0.27,0.03,0.11,"2",-23.93820000000,-21.35300000000,-14.07150000000,-3.37518000000,5.14334000000,12.57670000000,16.07670000000,14.38410000000,8.03223000000,-0.24554700000,-11.56780000000,-21.21150000000,-3.29580000000
"32","6",Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,FC2,Fen collapse scar,"Open graninoid poor fen, carpet",Fen,NA,S,"1995","1994","10","5",MJnJAS,C,"5","17",NA,NA,"1.848804701","70.6","60.6",NA,"412",NA,NA,NA,"-3.9","585","10.8","10.16","11.4","11","0","-8","-8",NA,NA,NA,NA,NA,NA,NA,NA,S,A,Y,"9.7",P,P,NA,D,D,"-3.29",ThompsonFen,"470.635","6","1.25527250510331","3186",-98.75,56.75,100.00,1703128549.000000000000000,0.00,7.84,0.00,49.43,21.68,9.37,0.00,1.64,4.24,6.43,20.90,19.06,0.50,0.00,0.50,0.23,0.00,0.60,0.16,0.00,0.05,0.11,0.00,0.00,6.10,8.05,0.00,0.00,45.76,52.11,21.68,26.14,8.65,10.27,0.00,0.23,1.38,1.67,4.24,10.41,6.36,8.97,20.58,23.84,18.94,20.28,0.44,0.93,0.00,0.00,0.36,0.59,0.23,0.76,0.00,0.00,0.40,0.98,0.00,0.27,0.00,0.00,0.01,0.27,0.03,0.11,"2",-23.93820000000,-21.35300000000,-14.07150000000,-3.37518000000,5.14334000000,12.57670000000,16.07670000000,14.38410000000,8.03223000000,-0.24554700000,-11.56780000000,-21.21150000000,-3.29580000000
"33","6",Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,ZF2,Fen,"Open low shrub fen, hollow",Fen,NA,S,"1995","1994","10","5",MJnJAS,C,"5","16",NA,NA,"1.938519725","86.8","76.8",NA,"225",NA,NA,NA,"-3.9","585","10.8","10.16","10.9",NA,"0","-14","-14",NA,NA,NA,NA,NA,NA,NA,NA,S,A,Y,"10.7",P,P,NA,D,D,"-3.29",ThompsonFen,"470.635","6","1.23044892137827","3186",-98.75,56.75,100.00,1703128549.000000000000000,0.00,7.84,0.00,49.43,21.68,9.37,0.00,1.64,4.24,6.43,20.90,19.06,0.50,0.00,0.50,0.23,0.00,0.60,0.16,0.00,0.05,0.11,0.00,0.00,6.10,8.05,0.00,0.00,45.76,52.11,21.68,26.14,8.65,10.27,0.00,0.23,1.38,1.67,4.24,10.41,6.36,8.97,20.58,23.84,18.94,20.28,0.44,0.93,0.00,0.00,0.36,0.59,0.23,0.76,0.00,0.00,0.40,0.98,0.00,0.27,0.00,0.00,0.01,0.27,0.03,0.11,"2",-23.93820000000,-21.35300000000,-14.07150000000,-3.37518000000,5.14334000000,12.57670000000,16.07670000000,14.38410000000,8.03223000000,-0.24554700000,-11.56780000000,-21.21150000000,-3.29580000000
"34","6",Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,RBC,Bog collapse scar,"Open graminoid bog, carpet",Bog,NA,S,"1995","1994","10","5",MJnJAS,C,"9","14",NA,NA,"1.985875357","96.8","86.8",NA,"483",NA,NA,NA,"-3.9","585","10.8","10.16","13.5","13.5","0","-9","-9",NA,NA,NA,NA,NA,NA,NA,NA,S,A,Y,"10.7",P,P,NA,D,D,"-3.29",ThompsonBog,"470.635","6","1.17609125905568","3186",-98.75,56.75,100.00,1703128549.000000000000000,0.00,7.84,0.00,49.43,21.68,9.37,0.00,1.64,4.24,6.43,20.90,19.06,0.50,0.00,0.50,0.23,0.00,0.60,0.16,0.00,0.05,0.11,0.00,0.00,6.10,8.05,0.00,0.00,45.76,52.11,21.68,26.14,8.65,10.27,0.00,0.23,1.38,1.67,4.24,10.41,6.36,8.97,20.58,23.84,18.94,20.28,0.44,0.93,0.00,0.00,0.36,0.59,0.23,0.76,0.00,0.00,0.40,0.98,0.00,0.27,0.00,0.00,0.01,0.27,0.03,0.11,"2",-23.93820000000,-21.35300000000,-14.07150000000,-3.37518000000,5.14334000000,12.57670000000,16.07670000000,14.38410000000,8.03223000000,-0.24554700000,-11.56780000000,-21.21150000000,-3.29580000000
"35","6",Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,FC4,Fen collapse scar,"Open graninoid fen, carpet",Fen,NA,S,"1995","1994","10","5",MJnJAS,C,"5","18",NA,NA,"2.009875634","102.3","92.3",NA,"269",NA,NA,NA,"-3.9","585","10.8","10.16","9.9",NA,"0","-12","-12",NA,NA,NA,NA,NA,NA,NA,NA,S,A,Y,"10.7",P,P,NA,D,D,"-3.29",ThompsonFen,"470.635","6","1.27875360095283","3186",-98.75,56.75,100.00,1703128549.000000000000000,0.00,7.84,0.00,49.43,21.68,9.37,0.00,1.64,4.24,6.43,20.90,19.06,0.50,0.00,0.50,0.23,0.00,0.60,0.16,0.00,0.05,0.11,0.00,0.00,6.10,8.05,0.00,0.00,45.76,52.11,21.68,26.14,8.65,10.27,0.00,0.23,1.38,1.67,4.24,10.41,6.36,8.97,20.58,23.84,18.94,20.28,0.44,0.93,0.00,0.00,0.36,0.59,0.23,0.76,0.00,0.00,0.40,0.98,0.00,0.27,0.00,0.00,0.01,0.27,0.03,0.11,"2",-23.93820000000,-21.35300000000,-14.07150000000,-3.37518000000,5.14334000000,12.57670000000,16.07670000000,14.38410000000,8.03223000000,-0.24554700000,-11.56780000000,-21.21150000000,-3.29580000000
"36","6",Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,BC1,Bog collapse scar,"Open low shrub bog, carpet",Bog,NA,S,"1995","1994","10","5",MJnJAS,C,"5","13",NA,NA,"2.028977705","106.9","96.9",NA,"1231",NA,NA,NA,"-3.9","585","10.8","10.16","5.4","12","0","-6","-6",NA,NA,NA,NA,NA,NA,NA,NA,S,A,Y,"6.7",A,P,NA,D,D,"-3.29",ThompsonBog,"470.635","6","1.14612803567824","3186",-98.75,56.75,100.00,1703128549.000000000000000,0.00,7.84,0.00,49.43,21.68,9.37,0.00,1.64,4.24,6.43,20.90,19.06,0.50,0.00,0.50,0.23,0.00,0.60,0.16,0.00,0.05,0.11,0.00,0.00,6.10,8.05,0.00,0.00,45.76,52.11,21.68,26.14,8.65,10.27,0.00,0.23,1.38,1.67,4.24,10.41,6.36,8.97,20.58,23.84,18.94,20.28,0.44,0.93,0.00,0.00,0.36,0.59,0.23,0.76,0.00,0.00,0.40,0.98,0.00,0.27,0.00,0.00,0.01,0.27,0.03,0.11,"2",-23.93820000000,-21.35300000000,-14.07150000000,-3.37518000000,5.14334000000,12.57670000000,16.07670000000,14.38410000000,8.03223000000,-0.24554700000,-11.56780000000,-21.21150000000,-3.29580000000
"37","6",Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,FC1,Fen collapse scar,"Open graninoid poor fen, carpet",Fen,NA,S,"1995","1994","10","5",MJnJAS,C,"5","17",NA,NA,"2.072984745","118.3","108.3",NA,"1021",NA,NA,NA,"-3.9","585","10.8","10.16","11.7",NA,"0","-11","-11",NA,NA,NA,NA,NA,NA,NA,NA,S,A,Y,"10.7",P,P,NA,D,D,"-3.29",ThompsonFen,"470.635","6","1.25527250510331","3186",-98.75,56.75,100.00,1703128549.000000000000000,0.00,7.84,0.00,49.43,21.68,9.37,0.00,1.64,4.24,6.43,20.90,19.06,0.50,0.00,0.50,0.23,0.00,0.60,0.16,0.00,0.05,0.11,0.00,0.00,6.10,8.05,0.00,0.00,45.76,52.11,21.68,26.14,8.65,10.27,0.00,0.23,1.38,1.67,4.24,10.41,6.36,8.97,20.58,23.84,18.94,20.28,0.44,0.93,0.00,0.00,0.36,0.59,0.23,0.76,0.00,0.00,0.40,0.98,0.00,0.27,0.00,0.00,0.01,0.27,0.03,0.11,"2",-23.93820000000,-21.35300000000,-14.07150000000,-3.37518000000,5.14334000000,12.57670000000,16.07670000000,14.38410000000,8.03223000000,-0.24554700000,-11.56780000000,-21.21150000000,-3.29580000000
"38","6",Olefeldt,"Bubier et al., 1995, Global Biogeochemical Cycles",56.52,-98.7,"Thompson, Manitoba, Canada",Thompson,Canada,ZF3,Fen,"Open graminoid fen,carpet",Fen,NA,S,"1995","1994","10","5",MJnJAS,C,"7","16",NA,NA,"2.342817315","220.2","210.2",NA,"1355",NA,NA,NA,"-3.9","585","10.8","10.16","15.9","16.4","0","-10","-10",NA,NA,NA,NA,NA,NA,NA,NA,S,A,Y,"10.7",P,P,NA,D,D,"-3.29",ThompsonFen,"470.635","6","1.23044892137827","3186",-98.75,56.75,100.00,1703128549.000000000000000,0.00,7.84,0.00,49.43,21.68,9.37,0.00,1.64,4.24,6.43,20.90,19.06,0.50,0.00,0.50,0.23,0.00,0.60,0.16,0.00,0.05,0.11,0.00,0.00,6.10,8.05,0.00,0.00,45.76,52.11,21.68,26.14,8.65,10.27,0.00,0.23,1.38,1.67,4.24,10.41,6.36,8.97,20.58,23.84,18.94,20.28,0.44,0.93,0.00,0.00,0.36,0.59,0.23,0.76,0.00,0.00,0.40,0.98,0.00,0.27,0.00,0.00,0.01,0.27,0.03,0.11,"2",-23.93820000000,-21.35300000000,-14.07150000000,-3.37518000000,5.14334000000,12.57670000000,16.07670000000,14.38410000000,8.03223000000,-0.24554700000,-11.56780000000,-21.21150000000,-3.29580000000
"39","7",Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",67.05,40.06666667,"Kola Peninsula, Murmans Oblast, Russia",Kola,Russia,"1",Mesic Tundra,Palsa bog,PermBog,NA,S,"1999","1994",NA,"2",JA,C,"10","1",NA,NA,"0.934498451","8.6","-1.4",NA,"-0.5",NA,"1.36",NA,NA,NA,NA,"9.7",NA,"5.9","10","-40","-25",NA,NA,NA,NA,NA,NA,NA,"40",S,P,N,NA,P,A,A,A,P,"0.12",KolaPermBog,"552.592","11","0.301029995663981","13883",40.25,67.25,100.00,1203660661.000000000000000,0.00,1.32,23.15,19.09,54.08,27.29,0.00,1.39,13.40,12.00,2.11,0.00,0.19,0.00,0.22,1.58,0.00,0.13,0.25,0.00,0.11,0.14,0.00,0.00,0.00,2.91,17.10,29.55,16.93,24.93,52.63,59.06,26.78,30.77,0.00,0.88,1.28,1.68,6.98,13.40,12.00,17.27,1.78,2.11,0.00,0.05,0.19,0.58,0.00,0.00,0.20,0.28,0.48,1.58,0.00,0.00,0.00,0.14,0.19,0.34,0.00,0.09,0.04,0.22,0.05,0.14,"1",-13.67520000000,-12.43440000000,-7.13073000000,-1.13072000000,5.32113000000,11.27300000000,14.72850000000,12.15450000000,7.25815000000,0.89520400000,-5.73073000000,-10.08740000000,0.12010300000
"41","7",Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",75.87,94.55,"Northwest Taymyr Peninsula, Krasnoyarsk Krai, Russia",Northwest,Russia,"7",Mesic Tundra,Bog,PermBog,NA,S,"1999","1994",NA,"2",JA,C,"10","1",NA,NA,"0.991226076","9.8","-0.2",NA,"0.9",NA,"0.49",NA,NA,NA,NA,"3.295",NA,"0.03","15","-4","-25",NA,NA,NA,NA,NA,NA,NA,"34",C,P,N,NA,A,A,P,A,A,"-14.62",NorthwestPermBog,"252.652","11","0.301029995663981","20553",94.75,75.75,100.00,767085147.600000023841858,0.00,14.20,70.02,0.00,13.09,8.82,4.27,0.00,0.00,0.00,2.48,0.00,0.48,0.00,0.42,1.14,0.00,0.44,0.22,0.00,0.04,0.18,0.00,0.00,6.17,14.63,65.28,74.07,0.00,0.00,11.40,15.22,6.14,9.65,4.27,5.81,0.00,0.00,0.00,0.00,0.00,0.00,2.13,2.55,0.00,0.02,0.27,0.64,0.00,0.25,0.42,0.79,0.44,1.14,0.00,0.48,0.12,0.44,0.02,0.26,0.00,0.00,0.00,0.04,0.13,0.26,"5",-34.73070000000,-33.49370000000,-27.22330000000,-19.44550000000,-8.77889000000,1.98039000000,9.28038000000,6.74335000000,-0.15666800000,-12.66780000000,-26.01590000000,-31.01180000000,-14.62670000000
"42","7",Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",77.03,102.5166667,"Chelyuskin Peninsula, Krasnoyarsk Krai, Russia",Chelyuskin,Russia,"8",Mesic Tundra,Wet bog,PermBog,NA,S,"1999","1994",NA,"2",JA,C,"10","1",NA,NA,"0.995635195","9.9","-0.1",NA,"0.4",NA,"0.49",NA,NA,NA,NA,"3.205",NA,"0.5","15","-8","-25",NA,NA,NA,NA,NA,NA,NA,"25",C,P,N,NA,A,A,P,A,A,"-15.81",ChelyuskinPermBog,"210.429","11","0.301029995663981","21310",102.75,77.25,94.60,651253514.100000023841858,0.00,34.10,57.32,0.00,6.21,1.50,4.71,0.00,0.00,0.00,2.17,0.00,0.38,0.00,0.51,1.07,0.00,0.20,0.20,0.00,0.02,0.18,0.00,0.00,24.29,34.10,57.18,63.45,0.00,0.00,5.93,10.57,1.50,10.90,4.16,8.26,0.00,0.00,0.00,0.00,0.00,0.00,1.91,2.51,0.00,0.52,0.20,0.53,0.00,0.54,0.51,0.80,0.43,1.07,0.00,0.44,0.11,0.43,0.12,0.43,0.00,0.01,0.00,0.02,0.18,0.46,"11",-37.68260000000,-35.83810000000,-29.33070000000,-21.06780000000,-9.05296000000,2.47299000000,9.78778000000,6.99519000000,-0.58257600000,-13.89000000000,-28.23070000000,-33.39850000000,-15.81820000000
"44","7",Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",73.28,116.9333333,"Olenekskiy Bay, Sakha Republic, Russia",Olenekskiy,Russia,"10",Mesic Tundra,Wet low lying plateau,PermBog,NA,S,"1999","1994",NA,"2",JA,C,"10","1",NA,NA,"1","10","0",NA,"0",NA,"1.77",NA,NA,NA,NA,"4.585",NA,"0.5","10","-15","-15",NA,NA,NA,NA,NA,NA,NA,"15",C,P,N,NA,P,A,P,A,A,"-15.16",OlenekskiyPermBog,"197.265","11","0.301029995663981","19336",116.75,73.25,100.00,897831489.500000000000000,0.00,6.19,77.94,0.00,14.09,11.37,2.72,0.00,0.00,0.00,1.61,0.00,0.00,0.36,0.16,0.35,0.74,0.00,0.17,0.00,0.06,0.11,0.00,0.00,3.05,9.04,74.52,81.37,0.00,0.00,9.92,15.27,7.19,11.37,2.45,4.37,0.00,0.00,0.00,0.00,0.00,0.00,1.27,1.61,0.00,0.03,0.00,0.00,0.25,0.52,0.06,0.21,0.00,0.35,0.25,0.74,0.00,0.02,0.09,0.17,0.00,0.00,0.00,0.12,0.05,0.15,"5",-40.64190000000,-38.29000000000,-28.37520000000,-16.36040000000,-3.93073000000,8.42113000000,13.32110000000,8.98038000000,0.28778100000,-14.83810000000,-32.56040000000,-37.96800000000,-15.16290000000
"45","7",Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",77.03,102.5166667,"Chelyuskin Peninsula, Krasnoyarsk Krai, Russia",Chelyuskin,Russia,"8",Wet tundra,Wet bog,PermBog,NA,S,"1999","1994",NA,"2",JA,C,"10","1",NA,NA,"1","10","0",NA,"0.3",NA,"0.22",NA,NA,NA,NA,"3.205",NA,"1.6","15","-8","-8",NA,NA,NA,NA,NA,NA,NA,"25",C,P,N,NA,A,A,P,A,A,"-15.81",ChelyuskinPermBog,"210.429","11","0.301029995663981","21310",102.75,77.25,94.60,651253514.100000023841858,0.00,34.10,57.32,0.00,6.21,1.50,4.71,0.00,0.00,0.00,2.17,0.00,0.38,0.00,0.51,1.07,0.00,0.20,0.20,0.00,0.02,0.18,0.00,0.00,24.29,34.10,57.18,63.45,0.00,0.00,5.93,10.57,1.50,10.90,4.16,8.26,0.00,0.00,0.00,0.00,0.00,0.00,1.91,2.51,0.00,0.52,0.20,0.53,0.00,0.54,0.51,0.80,0.43,1.07,0.00,0.44,0.11,0.43,0.12,0.43,0.00,0.01,0.00,0.02,0.18,0.46,"11",-37.68260000000,-35.83810000000,-29.33070000000,-21.06780000000,-9.05296000000,2.47299000000,9.78778000000,6.99519000000,-0.58257600000,-13.89000000000,-28.23070000000,-33.39850000000,-15.81820000000
"48","7",Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",72.72,70.71666667,"Northern Yamal Peninsula,Tyumen Oblast, Russia",Northern,Russia,"6",Mesic Tundra,Polygonal bog,PermBog,NA,S,"1999","1994",NA,"2",JA,C,"10","1",NA,NA,"1.004321374","10.1","0.1",NA,"0.5",NA,"0.68",NA,NA,NA,NA,"5.02",NA,"3.7","10","-11","-11",NA,NA,NA,NA,NA,NA,NA,"35",C,P,N,NA,P,A,A,A,P,"-8.64",NorthernPermBog,"226.929","11","0.301029995663981","18957",70.75,72.75,83.38,771929342.999999880790710,0.00,0.00,64.18,0.00,32.78,20.21,12.56,0.00,0.00,0.00,2.86,0.00,0.93,0.00,0.41,1.02,0.00,0.51,0.19,0.00,0.07,0.11,0.00,0.00,0.00,0.00,58.16,66.11,0.00,0.00,30.92,34.93,13.74,20.21,10.77,12.70,0.00,0.01,0.00,0.00,0.00,0.00,2.86,4.01,0.00,0.00,0.70,1.19,0.00,1.21,0.28,0.58,1.00,1.23,0.00,0.93,0.20,0.53,0.03,0.26,0.00,0.00,0.04,0.24,0.03,0.17,"5",-24.73810000000,-24.27890000000,-17.91960000000,-12.96780000000,-4.67518000000,4.32483000000,9.23595000000,7.26927000000,2.77667000000,-5.96777000000,-15.77520000000,-21.02740000000,-8.64527000000
"54","7",Olefeldt,"Christensen et al., 1999, Ambio / Christensen et al., 1995, JGR / Christensen et al., 1998, JGR",69.95,67.58333333,"Western Yamal Peninsula, Tyumen Oblast, Russia",WesternYamal,Russia,"5",Mesic Tundra,Typical palsa bog,PermBog,NA,S,"1999","1994",NA,"2",JA,C,"10","1",NA,NA,"1.056904851","11.4","1.4",NA,"4.8",NA,"1.23",NA,NA,NA,NA,"6.875",NA,"2.8","10","-50","-25",NA,NA,NA,NA,NA,NA,NA,"50",C,P,N,NA,P,P,P,A,P,"-6.36",WesternYamalPermBog,"293.844","11","0.301029995663981","16688",67.75,69.75,90.86,978492556.399999976158142,0.00,0.00,66.09,0.00,28.69,16.19,12.50,0.00,0.00,0.00,4.99,0.00,1.50,0.00,0.45,1.69,0.00,1.34,0.23,0.00,0.14,0.09,0.00,0.00,0.00,0.00,61.95,68.36,0.00,0.00,28.69,36.19,14.69,19.17,12.20,14.93,0.00,0.11,0.00,0.00,0.00,0.00,3.28,4.99,0.00,0.07,1.50,2.22,0.00,1.90,0.28,0.58,1.52,1.95,0.00,1.48,0.60,1.86,0.06,0.23,0.00,0.00,0.05,0.25,0.00,0.11,"12",-23.45670000000,-22.21590000000,-14.99740000000,-9.36038000000,-1.31591000000,7.89149000000,12.18040000000,9.39148000000,4.36556000000,-4.16777000000,-14.59000000000,-20.07510000000,-6.36252000000
